Adults,Infants,Preschoolers,School-Age,Teenager,Housing,Child Care,Food,Transportation,Health Care,Miscellaneous,Taxes,Earned Income Tax Credit,Child Care Tax Credit,Child Tax Credit,Hourly,Monthly,Annual,Monthly Savings Contribution
1,2,1,0,3,1265.94,2229.44,1127.54,233.79,569.16,542.59,1395.87,0,-100,-500,38.43,6764.32,81171.79,315.23
1,2,0,4,0,1265.94,3975.52,1124.81,233.79,532.4,713.25,2485.58,0,-100,-500,55.29,9731.28,116775.4,447.34
1,2,0,3,1,1265.94,3359.21,1144.75,233.79,547.78,655.15,2081.46,0,-100,-500,49.36,8688.07,104256.8,402.39
1,2,0,2,2,1265.94,2742.9,1164.68,233.79,563.16,597.05,1677.34,0,-100,-500,43.44,7644.85,91738.2,357.45
1,2,0,1,3,1265.94,2126.59,1184.61,233.79,578.54,538.95,1311.4,0,-100,-500,37.73,6639.81,79677.75,312.5
1,2,0,0,4,1265.94,1510.28,1204.54,233.79,593.92,480.85,1052.99,0,-100,-500,32.63,5742.3,68907.56,230.18
1,1,5,0,0,1265.94,4350.94,902.89,233.79,491.76,724.53,2557,0,-100,-500,56.4,9926.84,119122.08,455.77
1,1,4,1,0,1265.94,4248.09,959.96,233.79,501.14,720.89,2533.49,0,-100,-500,56.04,9863.29,118359.52,453.03
1,1,4,0,1,1265.94,3631.78,979.89,233.79,516.52,662.79,2129.37,0,-100,-500,50.11,8820.08,105840.92,408.08
1,1,3,2,0,1265.94,4145.24,1017.03,233.79,510.53,717.25,2509.98,0,-100,-500,55.68,9799.75,117596.97,450.29
1,1,3,1,1,1265.94,3528.93,1036.96,233.79,525.91,659.15,2105.86,0,-100,-500,49.75,8756.53,105078.36,405.34
1,1,3,0,2,1265.94,2912.62,1056.89,233.79,541.29,601.05,1701.75,0,-100,-500,43.83,7713.31,92559.76,360.4
1,1,2,3,0,1265.94,4042.39,1074.09,233.79,519.91,713.61,2486.48,0,-100,-500,55.32,9736.2,116834.41,447.56
1,1,2,2,1,1265.94,3426.08,1094.02,233.79,535.29,655.51,2082.36,0,-100,-500,49.39,8692.98,104315.81,402.61
1,1,2,1,2,1265.94,2809.77,1113.96,233.79,550.67,597.41,1678.24,0,-100,-500,43.46,7649.77,91797.21,357.66
1,1,2,0,3,1265.94,2193.46,1133.89,233.79,566.05,539.31,1311.61,0,-100,-500,37.75,6644.04,79728.52,312.71
1,1,1,4,0,1265.94,3939.54,1131.16,233.79,529.29,709.97,2462.97,0,-100,-500,54.96,9672.65,116071.86,444.82
1,1,1,3,1,1265.94,3323.23,1151.09,233.79,544.67,651.87,2058.85,0,-100,-500,49.03,8629.44,103553.26,399.87
1,1,1,2,2,1265.94,2706.92,1171.02,233.79,560.05,593.77,1654.73,0,-100,-500,43.1,7586.22,91034.65,354.92
1,1,1,1,3,1265.94,2090.61,1190.95,233.79,575.43,535.67,1296.98,0,-100,-500,37.44,6589.37,79072.47,309.97
1,1,1,0,4,1265.94,1474.3,1210.88,233.79,590.81,477.57,1038.57,0,-100,-500,32.34,5691.86,68302.27,228.01
1,1,0,5,0,1265.94,3836.69,1188.23,233.79,538.67,706.33,2439.46,0,-100,-500,54.6,9609.11,115309.3,442.08
1,1,0,4,1,1265.94,3220.38,1208.16,233.79,554.05,648.23,2035.35,0,-100,-500,48.67,8565.89,102790.7,397.13
1,1,0,3,2,1265.94,2604.07,1228.09,233.79,569.43,590.13,1631.23,0,-100,-500,42.74,7522.68,90272.1,352.18
1,1,0,2,3,1265.94,1987.76,1248.02,233.79,584.81,532.03,1282.35,0,-100,-500,37.13,6534.7,78416.42,307.23
1,1,0,1,4,1265.94,1371.45,1267.95,233.79,600.19,473.93,1023.94,0,-100,-500,32.03,5637.19,67646.22,225.65
1,1,0,0,5,1265.94,755.14,1287.88,233.79,615.58,415.83,765.52,0,-100,-500,26.93,4739.67,56876.03,186.98
1,0,6,0,0,1265.94,4314.96,909.24,233.79,488.65,721.26,2534.39,0,-100,-500,56.07,9868.21,118418.53,453.24
1,0,5,1,0,1265.94,4212.11,966.3,233.79,498.03,717.62,2510.88,0,-100,-500,55.71,9804.66,117655.98,450.51
1,0,5,0,1,1265.94,3595.8,986.23,233.79,513.41,659.52,2106.76,0,-100,-500,49.78,8761.45,105137.38,405.56
1,0,4,2,0,1265.94,4109.26,1023.37,233.79,507.41,713.98,2487.38,0,-100,-500,55.35,9741.12,116893.42,447.77
1,0,4,1,1,1265.94,3492.95,1043.3,233.79,522.79,655.88,2083.26,0,-100,-500,49.42,8697.9,104374.82,402.82
1,0,4,0,2,1265.94,2876.64,1063.23,233.79,538.17,597.78,1679.14,0,-100,-500,43.49,7654.68,91856.22,357.87
1,0,3,3,0,1265.94,4006.41,1080.44,233.79,516.8,710.34,2463.87,0,-100,-500,54.99,9677.57,116130.87,445.03
1,0,3,2,1,1265.94,3390.1,1100.37,233.79,532.18,652.24,2059.75,0,-100,-500,49.06,8634.36,103612.27,400.08
1,0,3,1,2,1265.94,2773.79,1120.3,233.79,547.56,594.14,1655.63,0,-100,-500,43.13,7591.14,91093.66,355.13
1,0,3,0,3,1265.94,2157.48,1140.23,233.79,562.94,536.04,1297.2,0,-100,-500,37.46,6593.6,79123.24,310.18
1,0,2,4,0,1265.94,3903.56,1137.51,233.79,526.18,706.7,2440.36,0,-100,-500,54.63,9614.03,115368.32,442.29
1,0,2,3,1,1265.94,3287.25,1157.44,233.79,541.56,648.6,2036.24,0,-100,-500,48.7,8570.81,102849.71,397.34
1,0,2,2,2,1265.94,2670.94,1177.37,233.79,556.94,590.5,1632.13,0,-100,-500,42.77,7527.59,90331.11,352.39
1,0,2,1,3,1265.94,2054.63,1197.3,233.79,572.32,532.4,1282.56,0,-100,-500,37.15,6538.93,78467.19,307.44
1,0,2,0,4,1265.94,1438.32,1217.23,233.79,587.7,474.3,1024.15,0,-100,-500,32.05,5641.42,67696.99,225.83
1,0,1,5,0,1265.94,3800.71,1194.57,233.79,535.56,703.06,2416.86,0,-100,-500,54.26,9550.48,114605.76,439.55
1,0,1,4,1,1265.94,3184.4,1214.5,233.79,550.94,644.96,2012.74,0,-100,-500,48.34,8507.26,102087.16,394.6
1,0,1,3,2,1265.94,2568.09,1234.44,233.79,566.32,586.86,1608.62,0,-100,-500,42.41,7464.05,89568.56,349.66
1,0,1,2,3,1265.94,1951.78,1254.37,233.79,581.7,528.76,1267.93,0,-100,-500,36.84,6484.26,77811.13,304.71
1,0,1,1,4,1265.94,1335.47,1274.3,233.79,597.08,470.66,1009.52,0,-100,-500,31.74,5586.75,67040.94,223.48
1,0,1,0,5,1265.94,719.16,1294.23,233.79,612.46,412.56,751.1,0,-100,-500,26.64,4689.23,56270.75,184.81
1,0,0,6,0,1265.94,3697.86,1251.64,233.79,544.94,699.42,2393.35,0,-100,-500,53.9,9486.93,113843.21,436.82
1,0,0,5,1,1265.94,3081.55,1271.57,233.79,560.32,641.32,1989.23,0,-100,-500,47.98,8443.72,101324.6,391.87
1,0,0,4,2,1265.94,2465.24,1291.5,233.79,575.7,583.22,1581.55,0,-100,-500,42.03,7396.94,88763.26,346.92
1,0,0,3,3,1265.94,1848.93,1311.43,233.79,591.08,525.12,1253.3,0,-100,-500,36.53,6429.59,77155.08,295.88
1,0,0,2,4,1265.94,1232.62,1331.37,233.79,606.47,467.02,994.89,0,-100,-500,31.43,5532.07,66384.89,221.12
1,0,0,1,5,1265.94,616.31,1351.3,233.79,621.85,408.92,736.47,0,-100,-500,26.33,4634.56,55614.69,182.45
1,0,0,0,6,1265.94,0,1371.23,227.31,637.23,350.17,548.87,-34.04,0,-500,21.97,3866.69,46400.34,143.35
2,0,0,0,0,675.44,0,486.66,438.87,478.32,207.93,409.62,0,0,0,7.66,2696.85,32362.15,26.97
2,1,0,0,0,786.49,755.14,598.01,445.35,492.4,307.74,681.15,0,-50,-83.33,11.17,3932.94,47195.33,43.51
2,0,1,0,0,786.49,719.16,605.41,445.35,489.29,304.57,667.23,0,-50,-83.33,11.03,3884.17,46610.02,43.19
2,0,0,1,0,786.49,616.31,671.99,445.35,498.67,301.88,657.1,0,-50,-83.33,10.92,3844.46,46133.58,42.94
2,0,0,0,1,786.49,0,695.24,438.87,514.05,243.47,410.21,-144.97,0,-83.33,8.13,2860.04,34320.46,35.85
2,2,0,0,0,786.49,1510.28,696.65,445.35,506.47,394.52,935.51,0,-100,-166.67,14.23,5008.61,60103.33,56.24
2,1,1,0,0,786.49,1474.3,703.7,445.35,503.36,391.32,921.42,0,-100,-166.67,14.09,4959.28,59511.36,55.92
2,1,0,1,0,786.49,1371.45,767.11,445.35,512.74,388.31,909.8,0,-100,-166.67,13.96,4914.59,58975.05,55.63
2,1,0,0,1,786.49,755.14,789.25,445.35,528.13,330.44,629.25,-58.43,-100,-166.67,11.19,3938.95,47267.43,51.09
2,0,2,0,0,786.49,1438.32,710.75,445.35,500.25,388.12,907.34,0,-100,-166.67,13.95,4909.95,58919.39,55.6
2,0,1,1,0,786.49,1335.47,774.16,445.35,509.63,385.11,895.71,0,-100,-166.67,13.82,4865.26,58383.08,55.31
2,0,1,0,1,786.49,719.16,796.3,445.35,525.01,327.23,609.33,-73.15,-100,-166.67,10.99,3869.07,46428.79,51.08
2,0,0,2,0,786.49,1232.62,837.57,445.35,519.02,382.1,884.08,0,-100,-166.67,13.69,4820.56,57846.77,55.03
2,0,0,1,1,786.49,616.31,859.71,445.35,534.4,324.23,592.41,-86.48,-100,-166.67,10.81,3805.75,45669,51.07
2,0,0,0,2,786.49,0,881.86,438.87,549.78,265.7,363.54,-292.62,0,-166.67,8.03,2826.95,33923.44,43.34
2,3,0,0,0,1056.35,2265.42,782.57,445.35,520.55,507.02,1323.97,0,-100,-250,18.61,6551.23,78614.77,77.79
2,2,1,0,0,1056.35,2229.44,789.27,445.35,517.44,503.78,1309.71,0,-100,-250,18.47,6501.35,78016.15,76.72
2,2,0,1,0,1056.35,2126.59,849.51,445.35,526.82,500.46,1296.59,0,-100,-250,18.33,6451.66,77419.97,75.65
2,2,0,0,1,1056.35,1510.28,870.55,445.35,542.2,442.47,1038.69,0,-100,-250,15.78,5555.89,66670.68,64.06
2,1,2,0,0,1056.35,2193.46,795.97,445.35,514.33,500.55,1295.46,0,-100,-250,18.33,6451.46,77417.52,75.64
2,1,1,1,0,1056.35,2090.61,856.21,445.35,523.71,497.22,1282.33,0,-100,-250,18.19,6401.78,76821.34,74.57
2,1,1,0,1,1056.35,1474.3,877.25,445.35,539.09,439.23,1024.44,0,-100,-250,15.64,5506,66072.06,63.73
2,1,0,2,0,1056.35,1987.76,916.45,445.35,533.09,493.9,1269.2,0,-100,-250,18.05,6352.1,76225.16,73.5
2,1,0,1,1,1056.35,1371.45,937.48,445.35,548.47,435.91,1011.31,0,-100,-250,15.5,5456.32,65475.88,63.41
2,1,0,0,2,1056.35,755.14,958.52,445.35,563.85,377.92,753.42,0,-100,-250,12.96,4560.55,54726.59,57.63
2,0,3,0,0,1056.35,2157.48,802.67,445.35,511.21,497.31,1281.21,0,-100,-250,18.19,6401.57,76818.9,74.57
2,0,2,1,0,1056.35,2054.63,862.91,445.35,520.6,493.98,1268.08,0,-100,-250,18.05,6351.89,76222.72,73.5
2,0,2,0,1,1056.35,1438.32,883.94,445.35,535.98,435.99,1010.19,0,-100,-250,15.5,5456.12,65473.43,63.41
2,0,1,2,0,1056.35,1951.78,923.14,445.35,529.98,490.66,1254.95,0,-100,-250,17.9,6302.21,75626.53,72.43
2,0,1,1,1,1056.35,1335.47,944.18,445.35,545.36,432.67,997.06,0,-100,-250,15.36,5406.44,64877.25,63.09
2,0,1,0,2,1056.35,719.16,965.22,445.35,560.74,374.68,718.4,-1.14,-100,-250,12.75,4488.75,53865.04,57.64
2,0,0,3,0,1056.35,1848.93,983.38,445.35,539.36,487.34,1241.82,0,-100,-250,17.76,6252.53,75030.35,71.36
2,0,0,2,1,1056.35,1232.62,1004.42,445.35,554.74,429.35,983.93,0,-100,-250,15.22,5356.76,64281.07,62.77
2,0,0,1,2,1056.35,616.31,1025.46,445.35,570.12,371.36,733.03,-6.99,-100,-250,12.67,4460.98,53531.78,56.99
2,0,0,0,3,1056.35,0,1046.5,438.87,585.5,312.72,477,-220.69,0,-250,9.79,3446.25,41355.05,49.33
2,4,0,0,0,1056.35,3020.56,903.33,445.35,534.62,596.02,1608.64,0,-100,-333.33,21.96,7731.54,92778.49,107.5
2,3,1,0,0,1056.35,2984.58,910.03,445.35,531.51,592.78,1594.39,0,-100,-333.33,21.82,7681.66,92179.87,106.43
2,3,0,1,0,1056.35,2881.73,970.27,445.35,540.89,589.46,1581.26,0,-100,-333.33,21.68,7631.97,91583.69,105.36
2,3,0,0,1,1056.35,2265.42,991.31,445.35,556.28,531.47,1323.36,0,-100,-333.33,19.14,6736.2,80834.4,86.06
2,2,2,0,0,1056.35,2948.6,916.73,445.35,528.4,589.54,1580.13,0,-100,-333.33,21.68,7631.77,91581.24,105.35
2,2,1,1,0,1056.35,2845.75,976.97,445.35,537.78,586.22,1567.01,0,-100,-333.33,21.54,7582.09,90985.06,104.28
2,2,1,0,1,1056.35,2229.44,998.01,445.35,553.16,528.23,1309.11,0,-100,-333.33,19,6686.31,80235.78,84.99
2,2,0,2,0,1056.35,2742.9,1037.2,445.35,547.17,582.9,1553.88,0,-100,-333.33,21.4,7532.41,90388.88,103.21
2,2,0,1,1,1056.35,2126.59,1058.24,445.35,562.55,524.91,1295.98,0,-100,-333.33,18.85,6636.63,79639.6,83.91
2,2,0,0,2,1056.35,1510.28,1079.28,445.35,577.93,466.92,1038.09,0,-100,-333.33,16.31,5740.86,68890.31,69.53
2,1,3,0,0,1056.35,2912.62,923.43,445.35,525.29,586.3,1565.88,0,-100,-333.33,21.54,7581.88,90982.62,104.28
2,1,2,1,0,1056.35,2809.77,983.67,445.35,534.67,582.98,1552.75,0,-100,-333.33,21.4,7532.2,90386.44,103.21
2,1,2,0,1,1056.35,2193.46,1004.7,445.35,550.05,524.99,1294.86,0,-100,-333.33,18.85,6636.43,79637.15,83.91
2,1,1,2,0,1056.35,2706.92,1043.9,445.35,544.05,579.66,1539.62,0,-100,-333.33,21.26,7482.52,89790.25,102.14
2,1,1,1,1,1056.35,2090.61,1064.94,445.35,559.43,521.67,1281.73,0,-100,-333.33,18.71,6586.75,79040.97,82.84
2,1,1,0,2,1056.35,1474.3,1085.98,445.35,574.81,463.68,1023.84,0,-100,-333.33,16.17,5690.97,68291.69,69.21
2,1,0,3,0,1056.35,2604.07,1104.14,445.35,553.44,576.33,1526.5,0,-100,-333.33,21.12,7432.84,89194.07,101.07
2,1,0,2,1,1056.35,1987.76,1125.18,445.35,568.82,518.35,1268.6,0,-100,-333.33,18.57,6537.07,78444.79,81.77
2,1,0,1,2,1056.35,1371.45,1146.22,445.35,584.2,460.36,1010.71,0,-100,-333.33,16.03,5641.29,67695.5,68.89
2,1,0,0,3,1056.35,755.14,1167.26,445.35,599.58,402.37,752.82,0,-100,-333.33,13.48,4745.52,56946.22,63.1
2,0,4,0,0,1056.35,2876.64,930.13,445.35,522.18,583.06,1551.63,0,-100,-333.33,21.4,7532,90383.99,103.2
2,0,3,1,0,1056.35,2773.79,990.36,445.35,531.56,579.74,1538.5,0,-100,-333.33,21.26,7482.32,89787.81,102.13
2,0,3,0,1,1056.35,2157.48,1011.4,445.35,546.94,521.75,1280.61,0,-100,-333.33,18.71,6586.54,79038.53,82.84
2,0,2,2,0,1056.35,2670.94,1050.6,445.35,540.94,576.42,1525.37,0,-100,-333.33,21.12,7432.64,89191.63,101.06
2,0,2,1,1,1056.35,2054.63,1071.64,445.35,556.32,518.43,1267.48,0,-100,-333.33,18.57,6536.86,78442.34,81.77
2,0,2,0,2,1056.35,1438.32,1092.68,445.35,571.7,460.44,1009.59,0,-100,-333.33,16.03,5641.09,67693.06,68.89
2,0,1,3,0,1056.35,2568.09,1110.84,445.35,550.32,573.09,1512.24,0,-100,-333.33,20.97,7382.95,88595.45,99.99
2,0,1,2,1,1056.35,1951.78,1131.88,445.35,565.7,515.11,1254.35,0,-100,-333.33,18.43,6487.18,77846.16,80.7
2,0,1,1,2,1056.35,1335.47,1152.92,445.35,581.08,457.12,996.46,0,-100,-333.33,15.88,5591.41,67096.88,68.57
2,0,1,0,3,1056.35,719.16,1173.95,445.35,596.46,399.13,738.56,0,-100,-333.33,13.34,4695.63,56347.59,62.78
2,0,0,4,0,1056.35,2465.24,1171.08,445.35,559.71,569.77,1499.11,0,-100,-333.33,20.83,7333.27,87999.26,98.92
2,0,0,3,1,1056.35,1848.93,1192.12,445.35,575.09,511.78,1241.22,0,-100,-333.33,18.29,6437.5,77249.98,79.62
2,0,0,2,2,1056.35,1232.62,1213.15,445.35,590.47,453.79,983.33,0,-100,-333.33,15.74,5541.72,66500.7,68.25
2,0,0,1,3,1056.35,616.31,1234.19,445.35,605.85,395.8,725.43,0,-100,-333.33,13.2,4645.95,55751.41,62.46
2,0,0,0,4,1056.35,0,1255.23,438.87,621.23,337.17,503.65,-164.07,0,-333.33,10.55,3715.09,44581.11,53.27
2,5,0,0,0,1265.94,3775.7,970.19,445.35,548.7,700.59,2019.4,0,-100,-416.67,26.16,9209.19,110510.28,165.48
2,4,1,0,0,1265.94,3739.72,976.54,445.35,545.59,697.31,2004.98,0,-100,-416.67,26.02,9158.75,109905,164.21
2,4,0,1,0,1265.94,3636.87,1033.6,445.35,554.97,693.67,1990.35,0,-100,-416.67,25.86,9104.08,109248.95,162.84
2,4,0,0,1,1265.94,3020.56,1053.54,445.35,570.35,635.57,1673.73,0,-100,-416.67,23.15,8148.37,97780.43,120.76
2,3,2,0,0,1265.94,3703.74,982.88,445.35,542.48,694.04,1990.56,0,-100,-416.67,25.88,9108.31,109299.72,162.95
2,3,1,1,0,1265.94,3600.89,1039.95,445.35,551.86,690.4,1975.93,0,-100,-416.67,25.72,9053.64,108643.66,161.58
2,3,1,0,1,1265.94,2984.58,1059.88,445.35,567.24,632.3,1659.31,0,-100,-416.67,23.01,8097.93,97175.15,119.68
2,3,0,2,0,1265.94,3498.04,1097.02,445.35,561.24,686.76,1961.3,0,-100,-416.67,25.57,8998.97,107987.61,156.12
2,3,0,1,1,1265.94,2881.73,1116.95,445.35,576.62,628.66,1644.68,0,-100,-416.67,22.85,8043.26,96519.09,118.5
2,3,0,0,2,1265.94,2265.42,1136.88,445.35,592,570.56,1386.27,0,-100,-416.67,20.3,7145.74,85748.9,99.16
2,2,3,0,0,1265.94,3667.76,989.23,445.35,539.36,690.76,1976.14,0,-100,-416.67,25.73,9057.87,108694.43,161.69
2,2,2,1,0,1265.94,3564.91,1046.3,445.35,548.75,687.12,1961.51,0,-100,-416.67,25.58,9003.2,108038.38,156.91
2,2,2,0,1,1265.94,2948.6,1066.23,445.35,564.13,629.02,1644.9,0,-100,-416.67,22.86,8047.49,96569.86,118.59
2,2,1,2,0,1265.94,3462.06,1103.36,445.35,558.13,683.48,1946.88,0,-100,-416.67,25.42,8948.53,107382.33,146.68
2,2,1,1,1,1265.94,2845.75,1123.29,445.35,573.51,625.38,1630.26,0,-100,-416.67,22.71,7992.82,95913.81,117.41
2,2,1,0,2,1265.94,2229.44,1143.23,445.35,588.89,567.28,1371.85,0,-100,-416.67,20.16,7095.3,85143.62,98.08
2,2,0,3,0,1265.94,3359.21,1160.43,445.35,567.51,679.84,1932.24,0,-100,-416.67,25.27,8893.86,106726.28,136.45
2,2,0,2,1,1265.94,2742.9,1180.36,445.35,582.89,621.74,1615.63,0,-100,-416.67,22.55,7938.15,95257.76,116.24
2,2,0,1,2,1265.94,2126.59,1200.29,445.35,598.27,563.64,1357.22,0,-100,-416.67,20,7040.63,84487.56,96.9
2,2,0,0,3,1265.94,1510.28,1220.22,445.35,613.65,505.54,1098.8,0,-100,-416.67,17.45,6143.11,73717.37,77.56
2,1,4,0,0,1265.94,3631.78,995.57,445.35,536.25,687.49,1961.72,0,-100,-416.67,25.59,9007.43,108089.15,157.7
2,1,3,1,0,1265.94,3528.93,1052.64,445.35,545.63,683.85,1947.09,0,-100,-416.67,25.43,8952.76,107433.1,147.47
2,1,3,0,0,1265.94,2912.62,1072.57,445.35,561.01,625.75,1630.48,0,-100,-416.67,22.72,7997.05,95964.58,117.5
2,1,2,2,0,1265.94,3426.08,1109.71,445.35,555.02,680.21,1932.46,0,-100,-416.67,25.28,8898.09,106777.05,137.24
2,1,2,1,1,1265.94,2809.77,1129.64,445.35,570.4,622.11,1615.85,0,-100,-416.67,22.56,7942.38,95308.53,116.33
2,1,2,0,2,1265.94,2193.46,1149.57,445.35,585.78,564.01,1357.43,0,-100,-416.67,20.01,7044.86,84538.33,96.99
2,1,1,3,0,1265.94,3323.23,1166.78,445.35,564.4,676.57,1917.83,0,-100,-416.67,25.12,8843.42,106120.99,134.48
2,1,1,2,1,1265.94,2706.92,1186.71,445.35,579.78,618.47,1601.21,0,-100,-416.67,22.41,7887.71,94652.47,115.15
2,1,1,1,2,1265.94,2090.61,1206.64,445.35,595.16,560.37,1342.8,0,-100,-416.67,19.86,6990.19,83882.28,95.81
2,1,1,0,3,1265.94,1474.3,1226.57,445.35,610.54,502.27,1084.38,0,-100,-416.67,17.31,6092.67,73112.09,76.48
2,1,0,4,0,1265.94,3220.38,1223.84,445.35,573.78,672.93,1903.19,0,-100,-416.67,24.97,8788.75,105464.94,133.31
2,1,0,3,1,1265.94,2604.07,1243.78,445.35,589.16,614.83,1586.58,0,-100,-416.67,22.25,7833.04,93996.42,113.97
2,1,0,2,2,1265.94,1987.76,1263.71,445.35,604.54,556.73,1328.17,0,-100,-416.67,19.7,6935.52,83226.23,94.64
2,1,0,1,3,1265.94,1371.45,1283.64,445.35,619.92,498.63,1069.75,0,-100,-416.67,17.15,6038,72456.03,75.73
