Adults,Infants,Preschoolers,School-Age,Teenager,Housing,Child Care,Food,Transportation,Health Care,Miscellaneous,Taxes,Earned Income Tax Credit,Child Care Tax Credit,Child Tax Credit,Hourly,Monthly,Annual,Monthly Savings Contribution
2,1,0,0,4,1265.94,755.14,1303.57,445.35,635.3,440.53,811.33,0,-100,-416.67,14.6,5140.49,61685.84,69.94
2,0,5,0,0,1265.94,3595.8,1001.92,445.35,533.14,684.21,1947.3,0,-100,-416.67,25.45,8956.99,107483.87,148.26
2,0,4,1,0,1265.94,3492.95,1058.99,445.35,542.52,680.57,1932.67,0,-100,-416.67,25.29,8902.32,106827.81,138.03
2,0,4,0,1,1265.94,2876.64,1078.92,445.35,557.9,622.47,1616.06,0,-100,-416.67,22.58,7946.61,95359.3,116.42
2,0,3,2,0,1265.94,3390.1,1116.06,445.35,551.9,676.93,1918.04,0,-100,-416.67,25.14,8847.65,106171.76,134.58
2,0,3,1,1,1265.94,2773.79,1135.99,445.35,567.28,618.83,1601.43,0,-100,-416.67,22.42,7891.94,94703.24,115.24
2,0,3,0,2,1265.94,2157.48,1155.92,445.35,582.66,560.73,1343.01,0,-100,-416.67,19.87,6994.42,83933.05,95.9
2,0,2,3,0,1265.94,3287.25,1173.12,445.35,561.29,673.29,1903.41,0,-100,-416.67,24.98,8792.98,105515.71,133.4
2,0,2,2,1,1265.94,2670.94,1193.05,445.35,576.67,615.19,1586.8,0,-100,-416.67,22.27,7837.27,94047.19,114.06
2,0,2,1,2,1265.94,2054.63,1212.99,445.35,592.05,557.09,1328.38,0,-100,-416.67,19.72,6939.75,83277,94.73
2,0,2,0,3,1265.94,1438.32,1232.92,445.35,607.43,498.99,1069.96,0,-100,-416.67,17.17,6042.23,72506.8,75.76
2,0,1,4,0,1265.94,3184.4,1230.19,445.35,570.67,669.65,1888.78,0,-100,-416.67,24.82,8738.3,104859.66,132.22
2,0,1,3,1,1265.94,2568.09,1250.12,445.35,586.05,611.55,1572.16,0,-100,-416.67,22.11,7782.59,93391.14,112.88
2,0,1,2,2,1265.94,1951.78,1270.05,445.35,601.43,553.45,1313.75,0,-100,-416.67,19.56,6885.08,82620.95,93.55
2,0,1,1,3,1265.94,1335.47,1289.98,445.35,616.81,495.35,1055.33,0,-100,-416.67,17.01,5987.56,71850.75,75.41
2,0,1,0,4,1265.94,719.16,1309.91,445.35,632.19,437.25,796.91,0,-100,-416.67,14.46,5090.05,61080.56,69.61
2,0,0,5,0,1265.94,3081.55,1287.26,445.35,580.05,666.01,1874.14,0,-100,-416.67,24.67,8683.63,104203.61,131.04
2,0,0,4,1,1265.94,2465.24,1307.19,445.35,595.43,607.91,1557.53,0,-100,-416.67,21.95,7727.92,92735.09,111.71
2,0,0,3,2,1265.94,1848.93,1327.12,445.35,610.81,549.81,1299.12,0,-100,-416.67,19.4,6830.41,81964.89,92.37
2,0,0,2,3,1265.94,1232.62,1347.05,445.35,626.19,491.71,1040.7,0,-100,-416.67,16.85,5932.89,71194.7,75.05
2,0,0,1,4,1265.94,616.31,1366.98,445.35,641.57,433.61,782.28,0,-100,-416.67,14.31,5035.38,60424.5,69.26
2,0,0,0,5,1265.94,0,1386.91,438.87,656.95,374.87,608.37,-47.73,0,-416.67,12.12,4267.51,51210.15,57.29
2,6,0,0,0,1265.94,4530.84,1084.59,445.35,562.77,788.95,2362.66,0,-100,-500,29.66,10441.11,125293.26,199.76
2,5,1,0,0,1265.94,4494.86,1090.94,445.35,559.66,785.67,2340.06,0,-100,-500,29.5,10382.48,124589.72,198.49
2,5,0,1,0,1265.94,4392.01,1148.01,445.35,569.04,782.03,2316.55,0,-100,-500,29.32,10318.93,123827.17,197.13
2,5,0,0,1,1265.94,3775.7,1167.94,445.35,584.43,723.93,2025.23,0,-100,-500,26.67,9388.51,112662.12,174.65
2,4,2,0,0,1265.94,4458.88,1097.29,445.35,556.55,782.4,2317.45,0,-100,-500,29.33,10323.85,123886.18,197.23
2,4,1,1,0,1265.94,4356.03,1154.35,445.35,565.93,778.76,2293.94,0,-100,-500,29.15,10260.3,123123.62,195.86
2,4,1,0,1,1265.94,3739.72,1174.28,445.35,581.31,720.66,2010.81,0,-100,-500,26.53,9338.07,112056.83,173.39
2,4,0,2,0,1265.94,4253.18,1211.42,445.35,575.32,775.12,2270.44,0,-100,-500,28.97,10196.76,122361.07,194.49
2,4,0,1,1,1265.94,3636.87,1231.35,445.35,590.7,717.02,1996.18,0,-100,-500,26.37,9283.4,111400.78,172.02
2,4,0,0,2,1265.94,3020.56,1251.28,445.35,606.08,658.92,1667.93,0,-100,-500,23.63,8316.05,99792.6,128.66
2,3,3,0,0,1265.94,4422.9,1103.63,445.35,553.44,779.13,2294.84,0,-100,-500,29.16,10265.22,123182.63,195.97
2,3,2,1,0,1265.94,4320.05,1160.7,445.35,562.82,775.49,2271.34,0,-100,-500,28.98,10201.67,122420.08,194.6
2,3,2,0,1,1265.94,3703.74,1180.63,445.35,578.2,717.39,1996.39,0,-100,-500,26.39,9287.63,111451.55,172.12
2,3,1,2,0,1265.94,4217.2,1217.77,445.35,572.2,771.85,2247.83,0,-100,-500,28.8,10138.13,121657.52,193.23
2,3,1,1,1,1265.94,3600.89,1237.7,445.35,587.58,713.75,1981.76,0,-100,-500,26.23,9232.96,110795.5,168.75
2,3,1,0,2,1265.94,2984.58,1257.63,445.35,602.96,655.65,1653.51,0,-100,-500,23.48,8265.61,99187.31,127.57
2,3,0,3,0,1265.94,4114.35,1274.83,445.35,581.59,768.21,2225.55,0,-100,-500,28.62,10075.8,120909.64,191.86
2,3,0,2,1,1265.94,3498.04,1294.77,445.35,596.97,710.11,1967.13,0,-100,-500,26.07,9178.29,110139.44,158.52
2,3,0,1,2,1265.94,2881.73,1314.7,445.35,612.35,652.01,1638.88,0,-100,-500,23.33,8210.94,98531.26,126.39
2,3,0,0,3,1265.94,2265.42,1334.63,445.35,627.73,593.91,1380.46,0,-100,-500,20.78,7313.42,87761.07,107.06
2,2,4,0,0,1265.94,4386.92,1109.98,445.35,550.33,775.85,2272.23,0,-100,-500,29,10206.59,122479.09,194.71
2,2,3,1,0,1265.94,4284.07,1167.05,445.35,559.71,772.21,2248.73,0,-100,-500,28.82,10143.04,121716.53,193.34
2,2,3,0,1,1265.94,3667.76,1186.98,445.35,575.09,714.11,1981.97,0,-100,-500,26.24,9237.19,110846.27,169.54
2,2,2,2,0,1265.94,4181.22,1224.11,445.35,569.09,768.57,2225.76,0,-100,-500,28.64,10080.03,120960.41,191.97
2,2,2,1,1,1265.94,3564.91,1244.04,445.35,584.47,710.47,1967.34,0,-100,-500,26.09,9182.52,110190.21,159.31
2,2,2,0,2,1265.94,2948.6,1263.97,445.35,599.85,652.37,1639.09,0,-100,-500,23.34,8215.17,98582.03,126.48
2,2,1,3,0,1265.94,4078.37,1281.18,445.35,578.47,764.93,2211.13,0,-100,-500,28.48,10025.36,120304.36,190.6
2,2,1,2,1,1265.94,3462.06,1301.11,445.35,593.85,706.83,1952.71,0,-100,-500,25.93,9127.85,109534.16,149.08
2,2,1,1,2,1265.94,2845.75,1321.04,445.35,609.23,648.73,1624.46,0,-100,-500,23.18,8160.5,97925.98,125.31
2,2,1,0,3,1265.94,2229.44,1340.97,445.35,624.61,590.63,1366.04,0,-100,-500,20.63,7262.98,87155.78,105.97
2,2,0,4,0,1265.94,3975.52,1338.25,445.35,587.86,761.29,2196.5,0,-100,-500,28.33,9970.69,119648.3,189.23
2,2,0,3,1,1265.94,3359.21,1358.18,445.35,603.24,703.19,1938.08,0,-100,-500,25.78,9073.18,108878.11,143.46
2,2,0,2,2,1265.94,2742.9,1378.11,445.35,618.62,645.09,1609.83,0,-100,-500,23.03,8105.83,97269.93,124.13
2,2,0,1,3,1265.94,2126.59,1398.04,445.35,634,586.99,1351.41,0,-100,-500,20.48,7208.31,86499.73,104.79
2,2,0,0,4,1265.94,1510.28,1417.97,445.35,649.38,528.89,1092.99,0,-100,-500,17.93,6310.79,75729.54,85.46
2,1,5,0,0,1265.94,4350.94,1116.32,445.35,547.21,772.58,2249.63,0,-100,-500,28.83,10147.96,121775.55,193.44
2,1,4,1,0,1265.94,4248.09,1173.39,445.35,556.6,768.94,2226.12,0,-100,-500,28.65,10084.42,121012.99,192.07
2,1,4,0,1,1265.94,3631.78,1193.32,445.35,571.98,710.84,1967.55,0,-100,-500,26.1,9186.75,110240.98,160.1
2,1,3,2,0,1265.94,4145.24,1230.46,445.35,565.98,765.3,2211.34,0,-100,-500,28.49,10029.59,120355.12,190.7
2,1,3,1,1,1265.94,3528.93,1250.39,445.35,581.36,707.2,1952.92,0,-100,-500,25.94,9132.08,109584.93,149.87
2,1,3,0,2,1265.94,2912.62,1270.32,445.35,596.74,649.1,1624.67,0,-100,-500,23.2,8164.73,97976.75,125.4
2,1,2,3,0,1265.94,4042.39,1287.53,445.35,575.36,761.66,2196.71,0,-100,-500,28.34,9974.92,119699.07,189.34
2,1,2,2,1,1265.94,3426.08,1307.46,445.35,590.74,703.56,1938.29,0,-100,-500,25.79,9077.41,108928.88,143.56
2,1,2,1,2,1265.94,2809.77,1327.39,445.35,606.12,645.46,1610.04,0,-100,-500,23.04,8110.06,97320.7,124.22
2,1,2,0,3,1265.94,2193.46,1347.32,445.35,621.5,587.36,1351.62,0,-100,-500,20.49,7212.54,86550.5,104.88
2,1,1,4,0,1265.94,3939.54,1344.59,445.35,584.74,758.02,2182.08,0,-100,-500,28.18,9920.25,119043.02,187.97
2,1,1,3,1,1265.94,3323.23,1364.52,445.35,600.12,699.92,1923.66,0,-100,-500,25.63,9022.74,108272.83,142.38
2,1,1,2,2,1265.94,2706.92,1384.46,445.35,615.5,641.82,1595.41,0,-100,-500,22.88,8055.39,96664.64,123.04
2,1,1,1,3,1265.94,2090.61,1404.39,445.35,630.88,583.72,1336.99,0,-100,-500,20.33,7157.87,85894.45,103.71
2,1,1,0,4,1265.94,1474.3,1424.32,445.35,646.26,525.62,1078.57,0,-100,-500,17.79,6260.35,75124.25,84.37
2,1,0,5,0,1265.94,3836.69,1401.66,445.35,594.13,754.38,2167.45,0,-100,-500,28.03,9865.58,118386.97,186.6
2,1,0,4,1,1265.94,3220.38,1421.59,445.35,609.51,696.28,1909.03,0,-100,-500,25.48,8968.06,107616.77,141.2
2,1,0,3,2,1265.94,2604.07,1441.52,445.35,624.89,638.18,1580.78,0,-100,-500,22.73,8000.72,96008.59,121.86
2,1,0,2,3,1265.94,1987.76,1461.45,445.35,640.27,580.08,1322.36,0,-100,-500,20.18,7103.2,85238.4,102.53
2,1,0,1,4,1265.94,1371.45,1481.39,445.35,655.65,521.98,1063.94,0,-100,-500,17.63,6205.68,74468.2,83.19
2,1,0,0,5,1265.94,755.14,1501.32,445.35,671.03,463.88,805.81,0,-100,-500,15.08,5308.45,63701.4,75.3
2,0,6,0,0,1265.94,4314.96,1122.67,445.35,544.1,769.3,2227.02,0,-100,-500,28.66,10089.33,121072,192.18
2,0,5,1,0,1265.94,4212.11,1179.74,445.35,553.48,765.66,2211.55,0,-100,-500,28.51,10033.82,120405.89,190.81
2,0,5,0,1,1265.94,3595.8,1199.67,445.35,568.86,707.56,1953.13,0,-100,-500,25.96,9136.31,109635.7,150.66
2,0,4,2,0,1265.94,4109.26,1236.8,445.35,562.87,762.02,2196.92,0,-100,-500,28.35,9979.15,119749.84,189.44
2,0,4,1,1,1265.94,3492.95,1256.74,445.35,578.25,703.92,1938.5,0,-100,-500,25.8,9081.64,108979.65,143.65
2,0,4,0,2,1265.94,2876.64,1276.67,445.35,593.63,645.82,1610.25,0,-100,-500,23.05,8114.29,97371.46,124.31
2,0,3,3,0,1265.94,4006.41,1293.87,445.35,572.25,758.38,2182.29,0,-100,-500,28.19,9924.48,119093.79,188.07
2,0,3,2,1,1265.94,3390.1,1313.8,445.35,587.63,700.28,1923.87,0,-100,-500,25.64,9026.97,108323.6,142.47
2,0,3,1,2,1265.94,2773.79,1333.73,445.35,603.01,642.18,1595.62,0,-100,-500,22.9,8059.62,96715.41,123.13
2,0,3,0,3,1265.94,2157.48,1353.67,445.35,618.39,584.08,1337.2,0,-100,-500,20.35,7162.1,85945.22,103.8
2,0,2,4,0,1265.94,3903.56,1350.94,445.35,581.63,754.74,2167.66,0,-100,-500,28.04,9869.81,118437.74,186.7
2,0,2,3,1,1265.94,3287.25,1370.87,445.35,597.01,696.64,1909.24,0,-100,-500,25.49,8972.3,107667.54,141.29
2,0,2,2,2,1265.94,2670.94,1390.8,445.35,612.39,638.54,1580.99,0,-100,-500,22.74,8004.95,96059.36,121.96
2,0,2,1,3,1265.94,2054.63,1410.73,445.35,627.77,580.44,1322.57,0,-100,-500,20.19,7107.43,85289.17,102.62
2,0,2,0,4,1265.94,1438.32,1430.66,445.35,643.15,522.34,1064.15,0,-100,-500,17.64,6209.91,74518.97,83.28
2,0,1,5,0,1265.94,3800.71,1408.01,445.35,591.01,751.1,2153.03,0,-100,-500,27.88,9815.14,117781.69,185.33
2,0,1,4,1,1265.94,3184.4,1427.94,445.35,606.39,693,1894.61,0,-100,-500,25.33,8917.62,107011.49,140.11
2,0,1,3,2,1265.94,2568.09,1447.87,445.35,621.77,634.9,1566.36,0,-100,-500,22.59,7950.28,95403.31,120.78
2,0,1,2,3,1265.94,1951.78,1467.8,445.35,637.15,576.8,1307.94,0,-100,-500,20.04,7052.76,84633.11,101.44
2,0,1,1,4,1265.94,1335.47,1487.73,445.35,652.53,518.7,1049.52,0,-100,-500,17.49,6155.24,73862.92,82.11
2,0,1,0,5,1265.94,719.16,1507.66,445.35,667.91,460.6,794.68,0,-100,-500,14.95,5261.3,63135.63,74.92
2,0,0,6,0,1265.94,3697.86,1465.07,445.35,600.4,747.46,2138.4,0,-100,-500,27.73,9760.47,117125.63,183.97
2,0,0,5,1,1265.94,3081.55,1485.01,445.35,615.78,689.36,1879.98,0,-100,-500,25.18,8862.95,106355.44,138.94
2,0,0,4,2,1265.94,2465.24,1504.94,445.35,631.16,631.26,1551.73,0,-100,-500,22.43,7895.6,94747.26,119.6
2,0,0,3,3,1265.94,1848.93,1524.87,445.35,646.54,573.16,1293.31,0,-100,-500,19.88,6998.09,83977.06,100.26
2,0,0,2,4,1265.94,1232.62,1544.8,445.35,661.92,515.06,1034.89,0,-100,-500,17.33,6100.57,73206.87,80.93
2,0,0,1,5,1265.94,616.31,1564.73,445.35,677.3,456.96,783.62,0,-100,-500,14.8,5210.2,62522.4,74.51
2,0,0,0,6,1265.94,0,1584.66,438.87,692.68,398.21,567.25,-12.42,0,-500,12.6,4435.19,53222.32,62.3
3,0,0,0,0,786.49,0,1393.62,438.87,533.78,315.28,801.49,0,0,0,12.13,4269.52,51234.3,41.42
3,1,0,0,0,1056.35,755.14,1454.37,445.35,547.85,425.91,1161.08,0,-50,-83.33,16.23,5712.71,68552.49,56.52
3,0,1,0,0,1056.35,719.16,1461.42,445.35,544.74,422.7,1146.99,0,-50,-83.33,16.09,5663.38,67960.53,56.21
3,0,0,1,0,1056.35,616.31,1524.83,445.35,554.12,419.7,1135.37,0,-50,-83.33,15.96,5618.68,67424.21,55.92
3,0,0,0,1,1056.35,0,1546.97,438.87,569.5,361.17,894.94,0,0,-83.33,13.59,4784.47,57413.69,49.03
3,2,0,0,0,1056.35,1510.28,1502.41,445.35,561.93,507.63,1391.47,0,-100,-166.67,19.06,6708.75,80505,78.43
3,1,1,0,0,1056.35,1474.3,1509.11,445.35,558.81,504.39,1377.22,0,-100,-166.67,18.92,6658.86,79906.38,77.35
3,1,0,1,0,1056.35,1371.45,1569.35,445.35,568.2,501.07,1364.09,0,-100,-166.67,18.78,6609.18,79310.2,76.28
3,1,0,0,1,1056.35,755.14,1590.38,445.35,583.58,443.08,1106.2,0,-100,-166.67,16.23,5713.41,68560.91,62.32
3,0,2,0,0,1056.35,1438.32,1515.81,445.35,555.7,501.15,1362.97,0,-100,-166.67,18.78,6608.98,79307.75,76.28
3,0,1,1,0,1056.35,1335.47,1576.04,445.35,565.08,497.83,1349.84,0,-100,-166.67,18.63,6559.3,78711.57,75.21
3,0,1,0,1,1056.35,719.16,1597.08,445.35,580.46,439.84,1091.95,0,-100,-166.67,16.09,5663.52,67962.29,61.99
3,0,0,2,0,1056.35,1232.62,1636.28,445.35,574.47,494.51,1336.71,0,-100,-166.67,18.49,6509.62,78115.39,74.14
3,0,0,1,1,1056.35,616.31,1657.32,445.35,589.85,436.52,1078.82,0,-100,-166.67,15.95,5613.84,67366.11,61.67
3,0,0,0,2,1056.35,0,1678.36,438.87,605.23,377.88,857.7,0,0,-166.67,13.77,4847.72,58172.66,53.72
3,3,0,0,0,1265.94,2265.42,1623.17,445.35,576,617.59,1769.57,0,-100,-250,23.33,8213.03,98556.31,115.12
3,2,1,0,0,1265.94,2229.44,1629.87,445.35,572.89,614.35,1755.31,0,-100,-250,23.19,8163.14,97957.68,114.04
3,2,0,1,0,1265.94,2126.59,1690.1,445.35,582.27,611.02,1742.19,0,-100,-250,23.05,8113.46,97361.5,112.97
3,2,0,0,1,1265.94,1510.28,1711.14,445.35,597.65,553.04,1484.29,0,-100,-250,20.5,7217.68,86612.22,93.67
3,1,2,0,0,1265.94,2193.46,1636.56,445.35,569.78,611.11,1741.06,0,-100,-250,23.05,8113.25,97359.06,112.97
3,1,1,1,0,1265.94,2090.61,1696.8,445.35,579.16,607.79,1727.93,0,-100,-250,22.91,8063.57,96762.88,111.9
3,1,1,0,1,1265.94,1474.3,1717.84,445.35,594.54,549.8,1470.04,0,-100,-250,20.36,7167.8,86013.59,92.6
3,1,0,2,0,1265.94,1987.76,1757.04,445.35,588.54,604.46,1714.8,0,-100,-250,22.77,8013.89,96166.7,110.83
3,1,0,1,1,1265.94,1371.45,1778.08,445.35,603.92,546.47,1456.91,0,-100,-250,20.22,7118.12,85417.41,91.53
3,1,0,0,2,1265.94,755.14,1799.12,445.35,619.3,488.48,1199.02,0,-100,-250,17.68,6222.34,74668.13,72.23
3,0,3,0,0,1265.94,2157.48,1643.26,445.35,566.66,607.87,1726.81,0,-100,-250,22.91,8063.37,96760.43,111.89
3,0,2,1,0,1265.94,2054.63,1703.5,445.35,576.05,604.55,1713.68,0,-100,-250,22.77,8013.69,96164.25,110.82
3,0,2,0,1,1265.94,1438.32,1724.54,445.35,591.43,546.56,1455.79,0,-100,-250,20.22,7117.91,85414.97,91.53
3,0,1,2,0,1265.94,1951.78,1763.74,445.35,585.43,601.22,1700.55,0,-100,-250,22.63,7964.01,95568.07,109.75
3,0,1,1,1,1265.94,1335.47,1784.78,445.35,600.81,543.23,1442.66,0,-100,-250,20.08,7068.23,84818.79,90.45
3,0,1,0,2,1265.94,719.16,1805.82,445.35,616.19,485.24,1184.77,0,-100,-250,17.54,6172.46,74069.5,71.16
3,0,0,3,0,1265.94,1848.93,1823.98,445.35,594.81,597.9,1687.42,0,-100,-250,22.48,7914.32,94971.89,108.68
3,0,0,2,1,1265.94,1232.62,1845.01,445.35,610.19,539.91,1429.53,0,-100,-250,19.94,7018.55,84222.6,89.38
3,0,0,1,2,1265.94,616.31,1866.05,445.35,625.57,481.92,1171.64,0,-100,-250,17.39,6122.78,73473.32,70.09
3,0,0,0,3,1265.94,0,1887.09,438.87,640.95,423.29,950.52,0,0,-250,15.22,5356.66,64279.88,61.28
3,4,0,0,0,1265.94,3020.56,1652.14,445.35,590.08,697.41,2057.32,0,-100,-333.33,26.41,9295.45,111545.4,164.72
3,3,1,0,0,1265.94,2984.58,1658.49,445.35,586.96,694.13,2042.9,0,-100,-333.33,26.26,9245.01,110940.12,163.46
3,3,0,1,0,1265.94,2881.73,1715.55,445.35,596.35,690.49,2028.27,0,-100,-333.33,26.11,9190.34,110284.07,162.09
3,3,0,0,1,1265.94,2265.42,1735.49,445.35,611.73,632.39,1723.29,0,-100,-333.33,23.43,8246.27,98955.21,120.12
3,2,2,0,0,1265.94,2948.6,1664.83,445.35,583.85,690.86,2028.48,0,-100,-333.33,26.12,9194.57,110334.84,162.2
3,2,1,1,0,1265.94,2845.75,1721.9,445.35,593.23,687.22,2013.85,0,-100,-333.33,25.97,9139.9,109678.78,160.71
3,2,1,0,1,1265.94,2229.44,1741.83,445.35,608.61,629.12,1708.88,0,-100,-333.33,23.28,8195.83,98349.93,119.03
3,2,0,2,0,1265.94,2742.9,1778.97,445.35,602.62,683.58,1999.22,0,-100,-333.33,25.81,9085.23,109022.73,150.48
3,2,0,1,1,1265.94,2126.59,1798.9,445.35,618,625.48,1694.24,0,-100,-333.33,23.13,8141.16,97693.88,117.85
3,2,0,0,2,1265.94,1510.28,1818.83,445.35,633.38,567.38,1435.83,0,-100,-333.33,20.58,7243.64,86923.68,98.52
3,1,3,0,0,1265.94,2912.62,1671.18,445.35,580.74,687.58,2014.06,0,-100,-333.33,25.98,9144.13,109729.55,160.93
3,1,2,1,0,1265.94,2809.77,1728.25,445.35,590.12,683.94,1999.43,0,-100,-333.33,25.82,9089.46,109073.5,151.27
3,1,2,0,1,1265.94,2193.46,1748.18,445.35,605.5,625.84,1694.46,0,-100,-333.33,23.14,8145.39,97744.65,117.94
3,1,1,2,0,1265.94,2706.92,1785.31,445.35,599.5,680.3,1984.8,0,-100,-333.33,25.67,9034.79,108417.45,141.04
3,1,1,1,1,1265.94,2090.61,1805.24,445.35,614.88,622.2,1679.83,0,-100,-333.33,22.99,8090.72,97088.6,116.76
3,1,1,0,2,1265.94,1474.3,1825.18,445.35,630.26,564.1,1421.41,0,-100,-333.33,20.44,7193.2,86318.4,97.43
3,1,0,3,0,1265.94,2604.07,1842.38,445.35,608.89,676.66,1970.17,0,-100,-333.33,25.51,8980.12,107761.4,134.92
3,1,0,2,1,1265.94,1987.76,1862.31,445.35,624.27,618.56,1665.19,0,-100,-333.33,22.83,8036.05,96432.54,115.59
